customer_id,full_name,cpf_cnpj,date_of_birth,annual_income_brl,declared_occupation,risk_rating,registration_date,country,state,city,beneficial_owner,pep,kyc_tier,kyc_risk_score,sanctions_list_hit
C101904,Customer 1905,75198070553,1986-06-07,18150,Trader,Low,2020-04-19,BR,RJ,Rio de Janeiro,No,No,L2,59,No
C101905,Customer 1906,25880608135,1986-03-11,29846,Store Owner,Low,2020-04-23,BR,RS,Porto Alegre,No,No,L3,39,No
C101906,Customer 1907,24907225440,2011-01-03,19848,Consultant,Low,2020-09-02,BR,CE,Fortaleza,No,No,L2,68,No
C101907,Customer 1908,80294928193,2009-06-06,8502,Designer,Low,2024-10-31,BR,MG,Belo Horizonte,No,No,L2,77,No
C101908,Customer 1909,27674540771,2015-11-04,35716,Store Owner,Low,2024-04-04,BR,RJ,Rio de Janeiro,Yes,No,L1,75,No
C101909,Customer 1910,43475641124,1999-12-13,37490,Dentist,Medium,2020-04-10,BR,RS,Porto Alegre,No,No,L3,51,No
C101910,Customer 1911,82440766403,1960-09-14,6083,Store Owner,High,2025-05-05,BR,MG,Belo Horizonte,No,No,L2,52,No
C101911,Customer 1912,57152502728,2001-10-25,14997,Designer,Low,2022-01-17,BR,MG,Belo Horizonte,No,No,L1,71,No
C101912,Customer 1913,77894765704,1962-05-25,24616,Dentist,Medium,2022-10-12,BR,AM,Manaus,No,No,L1,100,No
C101913,Customer 1914,18926442035,1973-11-03,10163,Store Owner,High,2022-05-10,BR,PE,Recife,No,No,L2,68,No
C101914,Customer 1915,60680531807,2007-12-11,12599,Nurse,Medium,2020-08-27,BR,SP,São Paulo,Yes,No,L1,59,No
C101915,Customer 1916,16429994174,1980-06-03,7801,Entrepreneur,Low,2023-12-31,BR,SP,São Paulo,No,No,L1,66,No
C101916,Customer 1917,86822229130,2021-08-09,19066,Chef,Low,2021-07-30,BR,AM,Manaus,No,No,L2,73,No
C101917,Customer 1918,32325827618,2022-07-20,23329,Software Engineer,Low,2022-06-06,BR,MG,Belo Horizonte,No,No,L1,68,No
C101918,Customer 1919,48414528582,2005-04-26,6303,Software Engineer,Low,2022-08-18,BR,RN,Natal,Yes,No,L2,84,No
C101919,Customer 1920,8636583829,2022-10-27,10626,Nurse,Medium,2020-02-12,BR,PR,Curitiba,No,Yes,L1,77,No
C101920,Customer 1921,568132986,1988-08-10,22682,Mechanic,Low,2022-04-05,BR,SP,Campinas,No,No,L1,67,No
C101921,Customer 1922,83931121973,2012-12-26,18520,Trader,Medium,2024-07-20,BR,SC,Florianópolis,No,No,L3,60,No
C101922,Customer 1923,88029713513,1971-08-01,23483,Freelancer,Low,2024-03-17,BR,RS,Porto Alegre,No,Yes,L3,51,No
C101923,Customer 1924,45962916157,1965-01-18,18928,Teacher,Medium,2020-02-19,BR,CE,Fortaleza,No,No,L1,34,No
C101924,Customer 1925,25254564343,1986-04-16,10109,Trader,Low,2021-04-22,BR,AM,Manaus,No,No,L2,27,No
C101925,Customer 1926,42675193359,2009-02-09,13985,Teacher,Medium,2022-07-18,BR,RS,Porto Alegre,No,No,L3,67,No
C101926,Customer 1927,21456762743,2004-12-22,24710,Nurse,Low,2025-01-10,BR,PR,Curitiba,No,No,L1,34,No
C101927,Customer 1928,59582503518,1994-07-23,12846,Software Engineer,Low,2022-11-26,BR,MG,Belo Horizonte,No,No,L2,50,No
C101928,Customer 1929,81649717559,1997-12-16,41316,Designer,Low,2022-09-24,BR,SP,São Paulo,No,No,L3,63,No
C101929,Customer 1930,10405798340,2020-04-04,14088,Lawyer,Low,2021-12-19,BR,RJ,Rio de Janeiro,Yes,No,L2,67,No
C101930,Customer 1931,96121140526,1987-09-22,36455,Designer,Low,2024-07-05,BR,CE,Fortaleza,Yes,No,L2,43,No
C101931,Customer 1932,42077724936,1968-09-18,13594,Accountant,Low,2022-12-07,BR,SP,Campinas,No,No,L3,55,No
C101932,Customer 1933,91980911170,1999-03-09,13636,Designer,Low,2023-10-20,BR,PA,Belém,No,No,L3,52,No
C101933,Customer 1934,68236993542,2019-11-17,7427,Software Engineer,Low,2023-02-14,BR,PE,Recife,No,No,L2,75,No
C101934,Customer 1935,36367003951,2000-12-01,21526,Store Owner,Medium,2022-02-05,BR,DF,Brasília,No,No,L3,49,No
C101935,Customer 1936,97440098324,1977-08-27,20785,Consultant,Low,2021-12-08,BR,SP,São Paulo,No,No,L1,49,No
C101936,Customer 1937,59766630967,1988-07-04,22829,Trader,High,2024-06-30,BR,PR,Curitiba,No,No,L2,69,No
C101937,Customer 1938,50193919628,1972-04-05,7923,Trader,Low,2022-08-29,BR,AM,Manaus,No,No,L1,29,No
C101938,Customer 1939,61137907687,2015-04-11,16293,Store Owner,Low,2022-12-17,BR,RJ,Rio de Janeiro,Yes,No,L3,40,No
C101939,Customer 1940,72763048319,2016-09-17,27933,Chef,Low,2022-03-11,BR,RS,Porto Alegre,No,No,L2,41,No
C101940,Customer 1941,64343100235,1967-04-24,11045,Mechanic,Medium,2023-07-05,BR,MG,Belo Horizonte,No,No,L2,58,No
C101941,Customer 1942,52732735729,2008-10-10,20989,Teacher,Low,2024-03-05,BR,DF,Brasília,No,Yes,L1,64,No
C101942,Customer 1943,15055943181,2012-12-24,21471,Accountant,Low,2025-08-12,BR,MG,Belo Horizonte,No,No,L1,74,No
C101943,Customer 1944,24206943134,1997-09-07,14409,Student,Low,2021-12-27,BR,SC,Florianópolis,No,No,L1,58,No
C101944,Customer 1945,61636479983,1969-01-19,14817,Driver,Low,2023-06-09,BR,GO,Goiânia,No,No,L1,59,No
C101945,Customer 1946,41991379425,1958-12-19,14305,Trader,Medium,2025-08-17,BR,MG,Belo Horizonte,No,No,L3,68,No
C101946,Customer 1947,5833591842,2007-03-25,18987,Store Owner,Low,2025-01-22,BR,AM,Manaus,Yes,No,L2,67,No
C101947,Customer 1948,97438240677,2008-08-10,17590,Freelancer,Low,2025-04-03,BR,RS,Porto Alegre,No,No,L3,91,No
C101948,Customer 1949,33862993475,1986-10-02,10111,Mechanic,Low,2023-12-03,BR,RN,Natal,Yes,No,L2,67,No
C101949,Customer 1950,2425915486,1991-11-07,50333,Accountant,Low,2021-03-24,BR,SC,Florianópolis,No,No,L2,65,No
C101950,Customer 1951,84623284494,1967-03-03,10978,Consultant,Low,2022-01-19,BR,GO,Goiânia,No,No,L2,40,No
C101951,Customer 1952,91501016899,1970-06-07,37722,Dentist,Low,2021-07-15,BR,SP,Campinas,Yes,No,L2,39,No
C101952,Customer 1953,7599375875,1963-06-24,12430,Mechanic,Low,2023-08-20,BR,RS,Porto Alegre,No,No,L3,100,No
C101953,Customer 1954,58571864623,2015-01-24,20507,Accountant,Low,2024-07-17,BR,MG,Belo Horizonte,No,No,L2,60,No
C101954,Customer 1955,27457305454,1984-03-26,20461,Dentist,Medium,2023-10-21,BR,DF,Brasília,No,No,L3,79,No
C101955,Customer 1956,19361280713,2003-05-10,43176,Student,Low,2020-11-01,BR,RS,Porto Alegre,No,No,L1,53,No
C101956,Customer 1957,49068305723,1978-10-22,9938,Driver,Medium,2025-08-11,BR,RS,Porto Alegre,No,No,L3,58,No
C101957,Customer 1958,2439390480,1958-09-29,9671,Entrepreneur,Low,2023-06-27,BR,AM,Manaus,No,Yes,L3,18,No
C101958,Customer 1959,40470927594,1984-11-26,35391,Freelancer,Low,2023-12-02,BR,PE,Recife,No,No,L1,71,No
C101959,Customer 1960,21635584554,1987-11-12,11629,Software Engineer,Medium,2025-03-21,BR,SP,São Paulo,No,No,L2,32,No
C101960,Customer 1961,58134001882,1981-08-14,9131,Mechanic,Low,2022-02-06,BR,MG,Belo Horizonte,No,No,L3,80,No
C101961,Customer 1962,54222919625,1991-03-15,18168,Chef,Low,2023-10-31,BR,PA,Belém,No,No,L3,68,No
C101962,Customer 1963,51196678637,1986-01-23,7283,Designer,Low,2020-08-05,BR,CE,Fortaleza,No,No,L3,42,No
C101963,Customer 1964,30081525803,1978-07-21,21536,Lawyer,High,2022-01-14,BR,SP,São Paulo,No,No,L3,95,No
C101964,Customer 1965,98294788567,2012-02-05,14428,Accountant,Medium,2023-10-21,BR,PA,Belém,No,No,L1,59,No
C101965,Customer 1966,95711787983,2017-04-21,23167,Chef,Low,2023-06-11,BR,SP,Campinas,No,No,L3,55,No
C101966,Customer 1967,77857271838,2005-07-20,21571,Software Engineer,Low,2022-10-01,BR,SP,São Paulo,No,No,L3,93,No
C101967,Customer 1968,19922138645,1993-11-22,7414,Mechanic,Low,2021-10-17,BR,MG,Belo Horizonte,No,No,L3,80,No
C101968,Customer 1969,50512037200,1972-02-26,7334,Consultant,Medium,2023-09-21,BR,DF,Brasília,No,No,L1,38,No
C101969,Customer 1970,18502098309,1958-11-16,12329,Teacher,High,2021-11-20,BR,PA,Belém,Yes,No,L2,25,No
C101970,Customer 1971,20949117797,2006-02-15,10434,Driver,Low,2020-04-22,BR,SP,São Paulo,No,No,L3,75,No
C101971,Customer 1972,20296769606,1963-02-24,7369,Dentist,Low,2020-09-25,BR,GO,Goiânia,No,No,L1,56,No
C101972,Customer 1973,30967089509,1981-02-02,23029,Store Owner,Medium,2024-03-30,BR,MG,Belo Horizonte,No,No,L3,76,No
C101973,Customer 1974,68099981833,2003-10-08,9141,Trader,Low,2023-08-31,BR,MG,Belo Horizonte,No,No,L2,52,No
C101974,Customer 1975,61769610152,1998-03-19,6773,Chef,Low,2024-03-10,BR,PE,Recife,Yes,No,L1,36,No
C101975,Customer 1976,93981398101,1998-04-16,9663,Store Owner,Low,2024-04-27,BR,PR,Curitiba,No,No,L1,49,No
C101976,Customer 1977,96282939734,2019-12-11,11379,Lawyer,Low,2022-09-20,BR,DF,Brasília,No,No,L1,18,No
C101977,Customer 1978,82256812267,1967-11-28,10203,Student,Low,2021-11-18,BR,PA,Belém,No,No,L3,48,No
C101978,Customer 1979,69602554726,2015-08-01,21245,Student,Low,2022-05-05,BR,BA,Salvador,No,No,L1,53,No
C101979,Customer 1980,20446039286,1966-06-24,8506,Chef,Low,2023-03-25,BR,PE,Recife,No,No,L1,47,No
C101980,Customer 1981,10673017160,1971-10-20,7772,Accountant,Low,2023-11-12,BR,PR,Curitiba,No,No,L1,83,No
C101981,Customer 1982,3618954352,2011-07-10,31907,Freelancer,Low,2021-03-27,BR,PA,Belém,No,No,L1,76,No
C101982,Customer 1983,37813158774,1969-05-09,13212,Student,Low,2021-03-05,BR,MG,Belo Horizonte,No,No,L1,53,No
C101983,Customer 1984,59144770565,1983-07-03,14799,Trader,Medium,2021-04-27,BR,RN,Natal,No,No,L3,53,No
C101984,Customer 1985,83575839766,1993-10-08,61967,Software Engineer,Medium,2023-12-09,BR,RS,Porto Alegre,No,No,L3,69,No
C101985,Customer 1986,79757428815,1968-11-08,9917,Accountant,Low,2020-04-22,BR,CE,Fortaleza,No,No,L2,55,No
C101986,Customer 1987,37196364876,2021-06-08,16359,Trader,Low,2024-01-13,BR,SC,Florianópolis,No,No,L1,77,No
C101987,Customer 1988,31615012749,1970-01-06,15076,Consultant,Low,2025-02-27,BR,SP,Campinas,No,No,L3,100,No
C101988,Customer 1989,55690157214,1992-11-15,7470,Lawyer,Medium,2024-09-02,BR,SC,Florianópolis,Yes,No,L3,60,No
C101989,Customer 1990,38883480647,2005-08-19,21263,Freelancer,Low,2024-06-17,BR,DF,Brasília,No,No,L3,37,No
C101990,Customer 1991,71174234126,1979-09-28,17059,Software Engineer,Low,2022-11-19,BR,SP,São Paulo,No,No,L2,46,No
C101991,Customer 1992,11456352565,2001-06-17,14137,Driver,Medium,2020-02-23,BR,MG,Belo Horizonte,No,No,L1,46,No
C101992,Customer 1993,58701244446,1976-09-23,7493,Software Engineer,Low,2023-02-14,BR,PA,Belém,No,No,L1,85,No
C101993,Customer 1994,85740090366,2023-08-25,19539,Nurse,Low,2020-03-24,BR,PA,Belém,No,No,L2,41,No
C101994,Customer 1995,32381062618,1978-07-25,15693,Entrepreneur,Low,2021-01-18,BR,BA,Salvador,No,No,L2,62,No
C101995,Customer 1996,94093164909,2013-03-13,10041,Trader,Low,2022-04-02,BR,SC,Florianópolis,No,No,L1,62,No
C101996,Customer 1997,39112480315,2019-12-03,16068,Store Owner,Medium,2022-05-14,BR,GO,Goiânia,No,No,L2,92,No
C101997,Customer 1998,17404716717,1981-09-14,26147,Software Engineer,Low,2020-10-13,BR,GO,Goiânia,Yes,No,L2,72,No
C101998,Customer 1999,1692383900,2003-07-01,11826,Driver,Low,2024-09-18,BR,SC,Florianópolis,No,No,L1,99,No
C101999,Customer 2000,14224514406,1992-04-14,20413,Software Engineer,High,2022-07-12,BR,DF,Brasília,No,No,L1,45,No
C102000,Customer 2001,79077246053,1960-03-24,11573,Consultant,Low,2024-07-01,BR,PE,Recife,No,No,L1,63,No
C102001,Customer 2002,59922712952,2014-11-06,20170,Driver,Low,2022-01-06,BR,DF,Brasília,No,No,L2,100,No
C102002,Customer 2003,836116372,1958-07-16,9257,Accountant,Low,2025-06-21,BR,AM,Manaus,No,No,L3,62,No
C102003,Customer 2004,87074769817,2020-08-23,4810,Trader,Low,2021-12-24,BR,DF,Brasília,No,No,L3,70,No
C102004,Customer 2005,15540239226,1986-02-24,9559,Designer,Low,2023-09-18,BR,CE,Fortaleza,No,No,L3,81,No
C102005,Customer 2006,66191817700,2002-08-01,14719,Store Owner,Low,2021-04-27,BR,BA,Salvador,No,No,L2,34,No
C102006,Customer 2007,84188034478,2010-03-08,8932,Nurse,Low,2023-12-15,BR,CE,Fortaleza,No,No,L1,51,No
C102007,Customer 2008,25979937479,1977-12-31,32329,Chef,Low,2023-12-31,BR,PR,Curitiba,No,No,L1,76,No
C102008,Customer 2009,85778691543,2022-10-03,17815,Consultant,Low,2025-03-07,BR,SC,Florianópolis,No,No,L2,67,No
C102009,Customer 2010,47217073552,2004-03-14,23703,Chef,Low,2022-02-13,BR,SC,Florianópolis,No,No,L3,64,No
C102010,Customer 2011,41881498621,1990-06-26,18642,Trader,Low,2022-07-26,BR,MG,Belo Horizonte,No,No,L2,39,No
C102011,Customer 2012,9034144852,2019-10-26,12242,Designer,Low,2023-09-09,BR,AM,Manaus,No,No,L1,29,No
C102012,Customer 2013,65792276585,1974-06-19,11032,Student,Low,2021-03-05,BR,SP,Campinas,No,No,L1,82,No
C102013,Customer 2014,43195191743,1973-10-10,18377,Designer,Low,2024-01-22,BR,SP,Campinas,No,No,L2,56,No
C102014,Customer 2015,1911871672,2014-06-10,12957,Dentist,Low,2023-07-18,BR,CE,Fortaleza,No,No,L1,85,No
C102015,Customer 2016,33694319111,1960-07-24,8761,Nurse,Medium,2025-06-26,BR,RJ,Rio de Janeiro,No,No,L1,42,No
C102016,Customer 2017,93159057260,2001-12-19,7642,Teacher,Low,2025-06-24,BR,RN,Natal,No,No,L1,36,No
C102017,Customer 2018,97988576963,2009-07-24,16965,Freelancer,Low,2024-05-25,BR,BA,Salvador,No,No,L1,80,No
C102018,Customer 2019,50872873047,1977-09-24,16576,Consultant,Medium,2023-02-23,BR,RJ,Rio de Janeiro,No,No,L2,49,No
C102019,Customer 2020,58558756115,1970-10-03,18260,Consultant,Low,2025-09-29,BR,PR,Curitiba,No,No,L3,85,No
C102020,Customer 2021,90298105842,2021-11-16,8290,Designer,Low,2020-10-20,BR,RS,Porto Alegre,No,No,L1,45,No
C102021,Customer 2022,76583993441,2004-08-26,44289,Store Owner,Low,2020-08-16,BR,DF,Brasília,No,No,L1,48,No
C102022,Customer 2023,13145872823,1971-01-13,4783,Lawyer,Medium,2023-08-19,BR,MG,Belo Horizonte,No,No,L1,38,No
C102023,Customer 2024,14560346584,1968-09-21,11112,Teacher,Low,2022-11-10,BR,PA,Belém,No,No,L2,81,No
C102024,Customer 2025,30424321234,1989-01-25,26183,Store Owner,Low,2021-10-11,BR,PR,Curitiba,No,No,L1,51,No
C102025,Customer 2026,47192871989,1998-03-06,7671,Accountant,Low,2023-10-10,BR,MG,Belo Horizonte,No,No,L3,81,No
C102026,Customer 2027,2579104432,1997-12-08,36144,Entrepreneur,Medium,2020-08-21,BR,AM,Manaus,No,No,L3,74,No
C102027,Customer 2028,7254330920,2012-08-29,9471,Freelancer,Low,2023-02-26,BR,AM,Manaus,No,No,L1,42,No
C102028,Customer 2029,72157467925,2009-09-16,33007,Entrepreneur,Low,2021-02-20,BR,MG,Belo Horizonte,No,No,L1,30,No
C102029,Customer 2030,7470100205,2016-06-20,7554,Freelancer,Low,2023-03-19,BR,PA,Belém,No,No,L1,96,No
C102030,Customer 2031,94041038379,1992-11-08,22563,Lawyer,Medium,2025-07-23,BR,RN,Natal,No,No,L3,71,No
C102031,Customer 2032,45374072389,1959-06-29,4240,Trader,Low,2024-12-26,BR,AM,Manaus,No,No,L3,71,No
C102032,Customer 2033,27582848819,2007-12-22,26657,Trader,Medium,2025-01-17,BR,RN,Natal,No,No,L3,65,No
C102033,Customer 2034,76781900550,1978-08-27,11295,Trader,Low,2020-07-22,BR,DF,Brasília,No,No,L2,95,No
C102034,Customer 2035,44186762391,1958-02-04,13863,Nurse,Low,2020-05-19,BR,GO,Goiânia,Yes,No,L3,41,No
C102035,Customer 2036,82027285967,2007-02-25,49406,Driver,Medium,2023-08-05,BR,DF,Brasília,No,No,L2,62,No
C102036,Customer 2037,82351598308,1961-11-23,61022,Designer,Low,2023-07-31,BR,PA,Belém,No,No,L1,59,No
C102037,Customer 2038,1646316318,1975-05-15,17287,Entrepreneur,Low,2023-07-27,BR,CE,Fortaleza,No,No,L3,32,No
C102038,Customer 2039,19810626465,1966-12-18,10198,Entrepreneur,Low,2022-03-28,BR,RN,Natal,No,No,L3,42,No
C102039,Customer 2040,75857974952,2006-02-03,5806,Software Engineer,Medium,2021-04-19,BR,MG,Belo Horizonte,Yes,No,L2,34,No
C102040,Customer 2041,55013895265,2021-03-15,7288,Student,Low,2024-05-18,BR,RN,Natal,No,Yes,L3,60,No
C102041,Customer 2042,68766178622,2008-03-07,19261,Designer,Low,2021-06-18,BR,SP,São Paulo,No,No,L3,20,No
C102042,Customer 2043,27790997504,1972-10-02,27117,Driver,Low,2020-04-15,BR,CE,Fortaleza,No,No,L2,44,No
C102043,Customer 2044,8031998394,1959-11-08,8241,Dentist,Low,2024-07-02,BR,PA,Belém,No,No,L2,32,No
C102044,Customer 2045,60313358414,1966-11-23,23317,Nurse,Low,2021-03-23,BR,SC,Florianópolis,No,No,L1,24,No
C102045,Customer 2046,51732456644,2001-01-17,9084,Nurse,Low,2023-02-13,BR,BA,Salvador,No,No,L3,100,No
C102046,Customer 2047,81996786567,1996-10-08,28513,Chef,Low,2024-11-30,BR,PA,Belém,No,No,L1,79,No
C102047,Customer 2048,95327759321,1979-10-29,37283,Accountant,Medium,2023-02-17,BR,SP,Campinas,Yes,No,L3,29,No
C102048,Customer 2049,19583549923,1972-05-02,20992,Consultant,High,2025-08-02,BR,RN,Natal,No,No,L1,66,No
C102049,Customer 2050,30372097965,2009-03-14,12696,Lawyer,Low,2022-07-24,BR,SP,São Paulo,No,No,L3,31,No
C102050,Customer 2051,47853278667,2014-01-29,13072,Trader,Medium,2025-04-01,BR,SP,São Paulo,No,Yes,L2,61,No
C102051,Customer 2052,9194677722,1975-10-02,9048,Consultant,Low,2024-08-27,BR,RJ,Rio de Janeiro,No,No,L1,84,No
C102052,Customer 2053,30506433240,1970-02-21,18395,Student,High,2022-09-25,BR,RS,Porto Alegre,No,No,L2,62,No
C102053,Customer 2054,28181798956,1967-04-17,8711,Student,Low,2024-07-21,BR,SP,Campinas,No,No,L3,64,No
C102054,Customer 2055,20575879622,1999-02-27,17720,Teacher,Low,2022-02-22,BR,AM,Manaus,No,No,L2,72,No
C102055,Customer 2056,18862648800,1961-05-17,7652,Teacher,Low,2021-11-23,BR,BA,Salvador,No,Yes,L2,42,No
C102056,Customer 2057,22327377475,1962-02-06,13499,Mechanic,Low,2020-04-25,BR,SC,Florianópolis,No,No,L1,49,No
C102057,Customer 2058,2317954568,2023-05-12,8567,Consultant,Medium,2023-10-16,BR,DF,Brasília,No,No,L1,90,No
C102058,Customer 2059,50267041590,1962-01-12,21700,Software Engineer,Low,2023-03-27,BR,RS,Porto Alegre,No,No,L3,47,No
C102059,Customer 2060,81995953308,2007-03-30,30238,Software Engineer,Medium,2020-12-23,BR,BA,Salvador,No,No,L2,60,No
C102060,Customer 2061,54742291356,1981-06-30,12035,Teacher,Medium,2024-06-26,BR,DF,Brasília,No,No,L1,76,No
C102061,Customer 2062,87320775329,2004-10-16,12349,Teacher,Low,2021-03-31,BR,CE,Fortaleza,No,No,L1,74,No
C102062,Customer 2063,60309229475,2015-09-15,11536,Designer,Medium,2022-05-31,BR,PR,Curitiba,No,No,L2,86,No
C102063,Customer 2064,21965255307,1999-04-08,10107,Driver,Medium,2021-01-19,BR,RS,Porto Alegre,No,No,L2,88,No
C102064,Customer 2065,97071034722,1968-05-19,23482,Student,Low,2023-08-28,BR,CE,Fortaleza,No,No,L3,89,No
C102065,Customer 2066,10207851053,2013-11-10,9280,Accountant,Medium,2020-10-05,BR,CE,Fortaleza,No,No,L1,40,No
C102066,Customer 2067,25119096541,1979-02-06,13825,Accountant,Low,2023-08-04,BR,GO,Goiânia,No,No,L2,28,No
C102067,Customer 2068,95722220406,1961-07-04,3617,Designer,Low,2024-09-15,BR,BA,Salvador,No,No,L2,58,No
C102068,Customer 2069,18228591159,1962-04-18,17874,Freelancer,High,2020-03-26,BR,RN,Natal,No,No,L2,44,No
C102069,Customer 2070,39737500408,1968-06-27,6866,Freelancer,Low,2022-09-04,BR,MG,Belo Horizonte,No,No,L3,47,No
C102070,Customer 2071,42778686281,2006-02-14,3780,Freelancer,Low,2021-06-24,BR,SP,Campinas,No,No,L2,51,No
C102071,Customer 2072,1527345110,1961-12-31,20967,Teacher,Low,2024-02-28,BR,PE,Recife,No,No,L3,86,No
C102072,Customer 2073,96225214950,1976-04-12,13698,Mechanic,Low,2023-09-13,BR,RN,Natal,No,No,L1,49,No
C102073,Customer 2074,14381241599,2000-06-06,5917,Store Owner,Low,2023-11-17,BR,BA,Salvador,No,No,L2,51,No
C102074,Customer 2075,54913749879,1988-03-23,16540,Accountant,Low,2025-05-19,BR,SP,Campinas,No,No,L2,64,No
C102075,Customer 2076,38507604742,1987-03-19,9334,Accountant,Low,2025-03-25,BR,CE,Fortaleza,No,No,L3,30,No
C102076,Customer 2077,83912481800,2006-10-12,8290,Freelancer,Low,2021-02-02,BR,RJ,Rio de Janeiro,No,No,L1,75,No
C102077,Customer 2078,68194313204,1967-06-30,11238,Mechanic,Medium,2020-03-30,BR,RS,Porto Alegre,No,No,L1,31,No
C102078,Customer 2079,89345582314,1992-06-22,16466,Accountant,Medium,2020-01-11,BR,DF,Brasília,No,No,L1,52,No
C102079,Customer 2080,53016469253,2021-11-26,12010,Accountant,Low,2022-02-12,BR,DF,Brasília,No,No,L3,28,No
C102080,Customer 2081,63755402358,2010-04-14,8664,Student,Medium,2025-06-30,BR,DF,Brasília,No,No,L1,100,No
C102081,Customer 2082,7980778148,1986-11-05,11631,Dentist,Low,2025-09-06,BR,SP,Campinas,No,No,L3,86,No
C102082,Customer 2083,57344007404,1966-09-28,24211,Designer,Low,2025-05-29,BR,CE,Fortaleza,No,No,L3,47,No
C102083,Customer 2084,9729732748,1985-04-29,29403,Designer,Medium,2023-09-26,BR,DF,Brasília,No,No,L1,86,No
C102084,Customer 2085,32030404061,1975-01-23,18606,Driver,Low,2025-04-03,BR,MG,Belo Horizonte,No,No,L1,72,No
C102085,Customer 2086,43074502308,1996-05-14,18577,Store Owner,Medium,2025-08-08,BR,CE,Fortaleza,No,No,L1,59,No
C102086,Customer 2087,33570134493,1984-08-14,31028,Freelancer,Low,2024-08-24,BR,PE,Recife,No,No,L1,35,No
C102087,Customer 2088,64368421139,1990-07-04,12971,Freelancer,Low,2020-12-09,BR,GO,Goiânia,No,Yes,L2,34,No
C102088,Customer 2089,18924574596,1992-08-09,20648,Store Owner,Low,2024-10-23,BR,BA,Salvador,No,No,L2,56,No
C102089,Customer 2090,26609442696,2014-07-01,13616,Designer,Low,2023-05-26,BR,MG,Belo Horizonte,No,No,L2,75,No
C102090,Customer 2091,7961915214,1996-08-31,14493,Store Owner,Low,2023-03-18,BR,DF,Brasília,No,No,L2,74,No
C102091,Customer 2092,42565455321,1992-06-08,18921,Software Engineer,Low,2020-12-11,BR,RJ,Rio de Janeiro,No,No,L3,73,No
C102092,Customer 2093,21771400816,2009-11-26,7487,Nurse,Low,2022-02-01,BR,GO,Goiânia,No,No,L2,54,No
C102093,Customer 2094,24274625054,2007-12-21,7766,Chef,Low,2021-12-28,BR,GO,Goiânia,No,Yes,L2,63,No
C102094,Customer 2095,17830055860,1975-04-23,12958,Student,Low,2020-12-08,BR,SP,São Paulo,No,No,L1,59,No
C102095,Customer 2096,45695897689,1981-11-01,8808,Trader,Low,2024-01-14,BR,MG,Belo Horizonte,No,No,L3,60,No
C102096,Customer 2097,11369898363,1969-09-08,24117,Lawyer,Low,2020-06-14,BR,SP,São Paulo,No,No,L2,31,No
C102097,Customer 2098,9976002866,1992-11-16,7483,Student,High,2022-03-14,BR,SP,Campinas,No,No,L2,65,No
C102098,Customer 2099,26297494446,1969-06-03,41968,Dentist,Medium,2024-05-16,BR,SP,São Paulo,No,No,L3,47,No
C102099,Customer 2100,89682546669,1974-03-13,23625,Driver,Medium,2025-02-08,BR,AM,Manaus,No,No,L1,76,No
C102100,Customer 2101,12735471154,2014-04-08,49655,Chef,Medium,2020-03-30,BR,MG,Belo Horizonte,Yes,No,L3,42,No
C102101,Customer 2102,41560757120,1972-11-24,11940,Chef,Low,2020-11-12,BR,BA,Salvador,No,No,L3,61,No
C102102,Customer 2103,92572395454,2018-07-28,3151,Accountant,High,2020-09-08,BR,RJ,Rio de Janeiro,No,No,L1,69,No
C102103,Customer 2104,79816896433,1973-04-08,34128,Accountant,Medium,2025-07-08,BR,MG,Belo Horizonte,No,No,L3,37,No
C102104,Customer 2105,45451458323,2000-11-02,17212,Store Owner,Low,2022-09-05,BR,PR,Curitiba,No,No,L3,91,No
C102105,Customer 2106,44523235156,1989-10-04,11588,Store Owner,Low,2022-12-02,BR,BA,Salvador,No,No,L1,67,No
C102106,Customer 2107,79897513793,2017-05-05,19945,Freelancer,High,2022-03-01,BR,DF,Brasília,No,No,L1,87,No
C102107,Customer 2108,73908009328,1969-05-24,11563,Trader,Low,2023-03-17,BR,SC,Florianópolis,No,No,L2,51,No
C102108,Customer 2109,62584705277,1993-11-08,9287,Consultant,Low,2022-03-22,BR,GO,Goiânia,No,No,L2,96,No
C102109,Customer 2110,40475704364,1973-02-15,10254,Dentist,Low,2024-08-20,BR,CE,Fortaleza,No,No,L2,70,No
C102110,Customer 2111,48163745735,1967-02-12,2464,Mechanic,Low,2022-10-30,BR,RN,Natal,No,No,L3,52,No
C102111,Customer 2112,37411975189,1985-11-11,9249,Chef,Medium,2021-05-24,BR,AM,Manaus,No,No,L1,65,No
C102112,Customer 2113,59719670082,1987-08-14,13781,Consultant,Low,2021-08-21,BR,SP,Campinas,Yes,No,L2,78,No
C102113,Customer 2114,50032646733,1989-10-20,14603,Accountant,High,2024-07-19,BR,MG,Belo Horizonte,No,No,L3,71,No
C102114,Customer 2115,3106632192,2011-05-27,13255,Consultant,Medium,2021-01-27,BR,RJ,Rio de Janeiro,No,No,L3,55,No
C102115,Customer 2116,43803337357,2012-11-02,17896,Designer,Low,2020-12-16,BR,PE,Recife,No,No,L2,58,No
C102116,Customer 2117,81184573900,1963-11-10,50440,Designer,Low,2022-10-29,BR,PR,Curitiba,No,No,L3,98,No
C102117,Customer 2118,52346912874,1991-03-25,14015,Dentist,Low,2022-07-20,BR,SP,São Paulo,No,No,L1,79,No
